truckid,latitude,longitude,city
A31,38.440467,-122.714431,Santa Rosa
A93,38.693723,-119.779683,Markleeville
A37,40.761243,-123.994778,Kneeland
A43,38.440467,-122.714431,Santa Rosa
A47,39.017396,-122.057748,Arbuckle
A14,37.941325,-122.484704,San Quentin
A9,38.130197,-121.272447,Lodi
A29,37.441883,-122.143019,Palo Alto
A47,38.440467,-122.714431,Santa Rosa
A22,39.409608,-123.355566,Willits
A19,39.409608,-123.355566,Willits
A36,39.409608,-123.355566,Willits
A52,37.957702,-121.29078,Stockton
A60,34.354166,-119.059271,Santa Paula
A28,38.440467,-122.714431,Santa Rosa
A28,38.130197,-121.272447,Lodi
A77,35.373292,-119.018712,Bakersfield
A89,37.968812,-121.668008,Knightsen
A5,38.693723,-119.779683,Markleeville
A88,34.500831,-117.185876,Apple Valley
A58,37.962146,-122.345526,San Pablo
A100,37.484938,-119.966284,Mariposa
A14,37.957702,-121.29078,Stockton
A14,38.440467,-122.714431,Santa Rosa
A22,37.77493,-122.419416,San Francisco
A91,33.846404,-118.046731,La Palma
A34,38.440467,-122.714431,Santa Rosa
A71,32.61768,-116.187424,Jacumba
A23,34.500831,-117.185876,Apple Valley
A90,39.409608,-123.355566,Willits
A24,35.098865,-120.612393,Oceano
A13,39.409608,-123.355566,Willits
A67,32.61768,-116.187424,Jacumba
A11,40.563763,-122.238892,Palo Cedro
A6,37.441883,-122.143019,Palo Alto
A3,40.58654,-122.391675,Redding
A49,38.440467,-122.714431,Santa Rosa
A68,38.161861,-121.611621,Isleton
A53,37.77493,-122.419416,San Francisco
A30,38.799703,-121.720574,Knights Landing
A88,38.440467,-122.714431,Santa Rosa
A80,38.161861,-121.611621,Isleton
A100,37.484938,-119.966284,Mariposa
A40,38.440467,-122.714431,Santa Rosa
A49,40.58654,-122.391675,Redding
A32,37.957702,-121.29078,Stockton
A15,39.409608,-123.355566,Willits
A23,37.962146,-122.345526,San Pablo
A69,38.440467,-122.714431,Santa Rosa
A9,34.579434,-118.116461,Palmdale
A8,38.440467,-122.714431,Santa Rosa
A67,38.440467,-122.714431,Santa Rosa
A63,33.683947,-117.794694,Irvine
A45,38.440467,-122.714431,Santa Rosa
A33,37.441883,-122.143019,Palo Alto
A17,39.017396,-122.057748,Arbuckle
A95,33.743076,-117.109197,Homeland
A3,37.77493,-122.419416,San Francisco
A14,33.846404,-118.046731,La Palma
A23,36.977173,-121.899402,Aptos
A10,37.957702,-121.29078,Stockton
A71,38.716687,-121.364422,Antelope
A2,39.017396,-122.057748,Arbuckle
A87,37.957702,-121.29078,Stockton
A40,32.811161,-115.380264,Holtville
A14,37.441883,-122.143019,Palo Alto
A59,33.846404,-118.046731,La Palma
A41,38.161861,-121.611621,Isleton
A82,34.579434,-118.116461,Palmdale
A41,38.161861,-121.611621,Isleton
A18,38.440467,-122.714431,Santa Rosa
A66,37.962146,-122.345526,San Pablo
A45,37.957702,-121.29078,Stockton
A21,38.716687,-121.364422,Antelope
A68,38.161861,-121.611621,Isleton
A75,33.19587,-117.379483,Oceanside
A73,38.440467,-122.714431,Santa Rosa
A78,38.130197,-121.272447,Lodi
A84,38.440467,-122.714431,Santa Rosa
A73,39.230151,-121.136075,Rough and Ready
A19,36.977173,-121.899402,Aptos
A21,33.19587,-117.379483,Oceanside
A71,32.61768,-116.187424,Jacumba
A30,34.500831,-117.185876,Apple Valley
A16,38.716687,-121.364422,Antelope
A60,34.500831,-117.185876,Apple Valley
A1,32.715329,-117.157255,San Diego
A67,38.440467,-122.714431,Santa Rosa
A31,37.968812,-121.668008,Knightsen
A68,37.77493,-122.419416,San Francisco
A66,38.716687,-121.364422,Antelope
A60,37.441883,-122.143019,Palo Alto
A66,38.440467,-122.714431,Santa Rosa
A36,33.846404,-118.046731,La Palma
A91,37.441883,-122.143019,Palo Alto
A58,37.77493,-122.419416,San Francisco
A82,34.579434,-118.116461,Palmdale
A76,36.471865,-6.196595,San Fernando
A58,38.440467,-122.714431,Santa Rosa
A26,39.409608,-123.355566,Willits
A30,38.440467,-122.714431,Santa Rosa
A21,38.36408,-122.524149,Glen Ellen
A78,38.297538,-122.286865,Napa
A2,38.805462,-123.017223,Cloverdale
A50,36.977173,-121.899402,Aptos
A4,38.40765,-122.947713,Occidental
A3,40.563763,-122.238892,Palo Cedro
A88,36.977173,-121.899402,Aptos
A88,33.663357,-116.310009,La Quinta
A38,38.440467,-122.714431,Santa Rosa
A49,38.440467,-122.714431,Santa Rosa
A58,38.716687,-121.364422,Antelope
A58,38.440467,-122.714431,Santa Rosa
A31,37.962146,-122.345526,San Pablo
A19,39.230151,-121.136075,Rough and Ready
A66,34.953034,-120.435719,Santa Maria
A50,36.746842,-119.772587,Fresno
A49,34.44805,-119.242889,Ojai
A7,36.471865,-6.196595,San Fernando
A11,33.663357,-116.310009,La Quinta
A11,34.500831,-117.185876,Apple Valley
A97,34.106676,-117.806726,San Dimas
A69,37.484938,-119.966284,Mariposa
A69,38.440467,-122.714431,Santa Rosa
A82,38.693723,-119.779683,Markleeville
A9,38.130197,-121.272447,Lodi
A90,37.957702,-121.29078,Stockton
A50,32.715329,-117.157255,San Diego
A74,34.106676,-117.806726,San Dimas
A86,37.957702,-121.29078,Stockton
A41,39.150171,-123.207783,Ukiah
A35,39.409608,-123.355566,Willits
A55,38.716687,-121.364422,Antelope
A30,38.440467,-122.714431,Santa Rosa
A72,33.846404,-118.046731,La Palma
A45,37.957702,-121.29078,Stockton
A89,34.106676,-117.806726,San Dimas
A12,38.716687,-121.364422,Antelope
A1,38.693723,-119.779683,Markleeville
A88,34.500831,-117.185876,Apple Valley
A51,38.440467,-122.714431,Santa Rosa
A38,38.440467,-122.714431,Santa Rosa
A69,38.440467,-122.714431,Santa Rosa
A24,38.716687,-121.364422,Antelope
A46,36.977173,-121.899402,Aptos
A97,34.106676,-117.806726,San Dimas
A42,38.40765,-122.947713,Occidental
A20,38.440467,-122.714431,Santa Rosa
A81,39.145725,-121.591355,Marysville
A51,38.693723,-119.779683,Markleeville
A80,38.440467,-122.714431,Santa Rosa
A48,37.941325,-122.484704,San Quentin
A40,38.716687,-121.364422,Antelope
A22,39.150171,-123.207783,Ukiah
A100,35.373292,-119.018712,Bakersfield
A3,34.44805,-119.242889,Ojai
A28,32.715329,-117.157255,San Diego
A15,36.977173,-121.899402,Aptos
A24,35.098865,-120.612393,Oceano
A58,39.409608,-123.355566,Willits
A18,39.409608,-123.355566,Willits
A6,38.36408,-122.524149,Glen Ellen
A13,34.579434,-118.116461,Palmdale
A7,38.799703,-121.720574,Knights Landing
A93,37.968812,-121.668008,Knightsen
A72,38.440467,-122.714431,Santa Rosa
A27,37.484938,-119.966284,Mariposa
A15,38.799703,-121.720574,Knights Landing
A6,38.805462,-123.017223,Cloverdale
A65,38.440467,-122.714431,Santa Rosa
A36,34.579434,-118.116461,Palmdale
A40,39.409608,-123.355566,Willits
A66,38.716687,-121.364422,Antelope
A8,37.77493,-122.419416,San Francisco
A6,34.106676,-117.806726,San Dimas
A94,36.471865,-6.196595,San Fernando
A47,36.977173,-121.899402,Aptos
A60,34.500831,-117.185876,Apple Valley
A56,34.106676,-117.806726,San Dimas
A33,37.441883,-122.143019,Palo Alto
A18,39.409608,-123.355566,Willits
A15,35.373292,-119.018712,Bakersfield
A82,38.130197,-121.272447,Lodi
A85,38.716687,-121.364422,Antelope
A57,38.440467,-122.714431,Santa Rosa
A70,37.639097,-120.996878,Modesto
A56,38.36408,-122.524149,Glen Ellen
A81,38.440467,-122.714431,Santa Rosa
A66,38.440467,-122.714431,Santa Rosa
A51,38.693723,-119.779683,Markleeville
A46,38.440467,-122.714431,Santa Rosa
A76,40.563763,-122.238892,Palo Cedro
A7,36.471865,-6.196595,San Fernando
A4,34.136119,-117.865339,Glendora
A96,35.373292,-119.018712,Bakersfield
A75,39.017396,-122.057748,Arbuckle
A95,33.846404,-118.046731,La Palma
A84,34.500831,-117.185876,Apple Valley
A36,37.957702,-121.29078,Stockton
A60,34.354166,-119.059271,Santa Paula
A28,33.846404,-118.046731,La Palma
A26,33.743076,-117.109197,Homeland
A68,39.409608,-123.355566,Willits
A69,32.715329,-117.157255,San Diego
A70,38.440467,-122.714431,Santa Rosa
A53,34.500831,-117.185876,Apple Valley
A3,38.440467,-122.714431,Santa Rosa
A85,39.409608,-123.355566,Willits
A93,38.693723,-119.779683,Markleeville
A83,37.957702,-121.29078,Stockton
A62,38.440467,-122.714431,Santa Rosa
A87,37.957702,-121.29078,Stockton
A8,37.962146,-122.345526,San Pablo
A95,33.743076,-117.109197,Homeland
A34,33.663357,-116.310009,La Quinta
A5,34.579434,-118.116461,Palmdale
A92,38.40765,-122.947713,Occidental
A69,35.373292,-119.018712,Bakersfield
A10,34.106676,-117.806726,San Dimas
A31,34.136119,-117.865339,Glendora
A27,39.409608,-123.355566,Willits
A93,35.098865,-120.612393,Oceano
A50,38.40765,-122.947713,Occidental
A83,37.957702,-121.29078,Stockton
A54,34.953034,-120.435719,Santa Maria
A39,34.953034,-120.435719,Santa Maria
A61,32.715329,-117.157255,San Diego
A32,38.130197,-121.272447,Lodi
A32,37.005782,-121.568275,Gilroy
A88,38.799703,-121.720574,Knights Landing
A42,36.977173,-121.899402,Aptos
A49,33.743076,-117.109197,Homeland
A20,36.852455,-121.401602,Hollister
A46,38.440467,-122.714431,Santa Rosa
A27,39.230151,-121.136075,Rough and Ready
A73,38.40765,-122.947713,Occidental
A74,38.297538,-122.286865,Napa
A92,32.715329,-117.157255,San Diego
A42,39.230151,-121.136075,Rough and Ready
A13,33.846404,-118.046731,La Palma
A94,33.19587,-117.379483,Oceanside
A70,36.852455,-121.401602,Hollister
A81,34.953034,-120.435719,Santa Maria
A40,32.61768,-116.187424,Jacumba
A15,34.500831,-117.185876,Apple Valley
A20,37.005782,-121.568275,Gilroy
A33,40.761243,-123.994778,Kneeland
A79,36.471865,-6.196595,San Fernando
A16,39.017396,-122.057748,Arbuckle
A92,35.373292,-119.018712,Bakersfield
A91,38.440467,-122.714431,Santa Rosa
A3,40.563763,-122.238892,Palo Cedro
A68,34.500831,-117.185876,Apple Valley
A16,39.409608,-123.355566,Willits
A61,38.440467,-122.714431,Santa Rosa
A79,37.957702,-121.29078,Stockton
A19,38.40765,-122.947713,Occidental
A64,39.409608,-123.355566,Willits
A87,38.161861,-121.611621,Isleton
A44,32.61768,-116.187424,Jacumba
A49,38.161861,-121.611621,Isleton
A58,39.409608,-123.355566,Willits
A71,38.440467,-122.714431,Santa Rosa
A6,37.441883,-122.143019,Palo Alto
A23,38.440467,-122.714431,Santa Rosa
A9,39.409608,-123.355566,Willits
A14,39.409608,-123.355566,Willits
A93,36.977173,-121.899402,Aptos
A97,36.977173,-121.899402,Aptos
A74,38.693723,-119.779683,Markleeville
A4,39.409608,-123.355566,Willits
A78,38.440467,-122.714431,Santa Rosa
A11,40.563763,-122.238892,Palo Cedro
A61,36.977173,-121.899402,Aptos
A28,38.693723,-119.779683,Markleeville
A8,39.145725,-121.591355,Marysville
A8,39.409608,-123.355566,Willits
A15,40.563763,-122.238892,Palo Cedro
A39,38.716687,-121.364422,Antelope
A24,39.409608,-123.355566,Willits
A44,38.440467,-122.714431,Santa Rosa
A48,36.471865,-6.196595,San Fernando
A63,38.440467,-122.714431,Santa Rosa
A26,39.150171,-123.207783,Ukiah
A11,38.440467,-122.714431,Santa Rosa
A55,37.639097,-120.996878,Modesto
A54,34.953034,-120.435719,Santa Maria
A29,38.36408,-122.524149,Glen Ellen
A59,33.846404,-118.046731,La Palma
A79,38.805462,-123.017223,Cloverdale
A81,38.440467,-122.714431,Santa Rosa
A100,35.373292,-119.018712,Bakersfield
A22,38.440467,-122.714431,Santa Rosa
A61,36.977173,-121.899402,Aptos
A70,34.106676,-117.806726,San Dimas
A32,37.005782,-121.568275,Gilroy
A92,38.440467,-122.714431,Santa Rosa
A44,33.683947,-117.794694,Irvine
A75,38.805462,-123.017223,Cloverdale
A86,37.957702,-121.29078,Stockton
A23,38.440467,-122.714431,Santa Rosa
A65,38.799703,-121.720574,Knights Landing
A90,33.683947,-117.794694,Irvine
A100,37.962146,-122.345526,San Pablo
A93,38.440467,-122.714431,Santa Rosa
A25,32.811161,-115.380264,Holtville
A56,34.435829,-119.827639,Goleta
A76,38.440467,-122.714431,Santa Rosa
A76,38.440467,-122.714431,Santa Rosa
A18,40.761243,-123.994778,Kneeland
A54,37.962146,-122.345526,San Pablo
A45,39.150171,-123.207783,Ukiah
A86,41.526509,-124.038407,Klamath
A51,39.017396,-122.057748,Arbuckle
A39,39.017396,-122.057748,Arbuckle
A84,40.563763,-122.238892,Palo Cedro
A100,39.145725,-121.591355,Marysville
A73,39.145725,-121.591355,Marysville
A57,40.563763,-122.238892,Palo Cedro
A23,38.40765,-122.947713,Occidental
A50,39.145725,-121.591355,Marysville
A46,36.746842,-119.772587,Fresno
A5,37.005782,-121.568275,Gilroy
A8,38.440467,-122.714431,Santa Rosa
A84,40.563763,-122.238892,Palo Cedro
A96,36.977173,-121.899402,Aptos
A48,32.61768,-116.187424,Jacumba
A58,34.136119,-117.865339,Glendora
A88,40.563763,-122.238892,Palo Cedro
A28,37.639097,-120.996878,Modesto
A14,37.957702,-121.29078,Stockton
A19,38.799703,-121.720574,Knights Landing
A24,38.693723,-119.779683,Markleeville
A36,38.130197,-121.272447,Lodi
A26,33.743076,-117.109197,Homeland
A3,38.019366,-122.134132,Martinez
A80,40.58654,-122.391675,Redding
A41,37.941325,-122.484704,San Quentin
A28,38.440467,-122.714431,Santa Rosa
A80,38.019366,-122.134132,Martinez
A34,38.440467,-122.714431,Santa Rosa
A21,37.957702,-121.29078,Stockton
A87,34.354166,-119.059271,Santa Paula
A41,37.957702,-121.29078,Stockton
A26,38.440467,-122.714431,Santa Rosa
A85,38.440467,-122.714431,Santa Rosa
A66,37.639097,-120.996878,Modesto
A62,37.968812,-121.668008,Knightsen
A30,34.44805,-119.242889,Ojai
A37,34.354166,-119.059271,Santa Paula
A25,33.19587,-117.379483,Oceanside
A66,37.968812,-121.668008,Knightsen
A96,36.746842,-119.772587,Fresno
A41,37.957702,-121.29078,Stockton
A79,36.471865,-6.196595,San Fernando
A95,33.846404,-118.046731,La Palma
A78,34.106676,-117.806726,San Dimas
A93,37.639097,-120.996878,Modesto
A50,34.953034,-120.435719,Santa Maria
A65,39.409608,-123.355566,Willits
A77,39.230151,-121.136075,Rough and Ready
A91,39.409608,-123.355566,Willits
A79,37.957702,-121.29078,Stockton
A40,38.716687,-121.364422,Antelope
A3,39.150171,-123.207783,Ukiah
A81,38.440467,-122.714431,Santa Rosa
A72,33.846404,-118.046731,La Palma
A53,34.500831,-117.185876,Apple Valley
A10,37.441883,-122.143019,Palo Alto
A98,37.941325,-122.484704,San Quentin
A4,37.484938,-119.966284,Mariposa
A91,38.161861,-121.611621,Isleton
A57,36.471865,-6.196595,San Fernando
A87,37.957702,-121.29078,Stockton
A2,37.441883,-122.143019,Palo Alto
A36,41.526509,-124.038407,Klamath
A11,38.440467,-122.714431,Santa Rosa
A97,38.440467,-122.714431,Santa Rosa
A21,37.957702,-121.29078,Stockton
A9,33.846404,-118.046731,La Palma
A11,36.471865,-6.196595,San Fernando
A62,39.409608,-123.355566,Willits
A53,38.440467,-122.714431,Santa Rosa
A31,37.77493,-122.419416,San Francisco
A15,38.440467,-122.714431,Santa Rosa
A20,37.639097,-120.996878,Modesto
A59,37.957702,-121.29078,Stockton
A51,38.693723,-119.779683,Markleeville
A99,39.150171,-123.207783,Ukiah
A82,33.846404,-118.046731,La Palma
A10,37.441883,-122.143019,Palo Alto
A33,40.761243,-123.994778,Kneeland
A84,38.019366,-122.134132,Martinez
A44,38.752124,-121.288006,Roseville
A81,38.440467,-122.714431,Santa Rosa
A21,37.941325,-122.484704,San Quentin
A87,37.441883,-122.143019,Palo Alto
A28,37.005782,-121.568275,Gilroy
A55,38.716687,-121.364422,Antelope
A52,37.957702,-121.29078,Stockton
A32,34.579434,-118.116461,Palmdale
A86,39.409608,-123.355566,Willits
A80,40.58654,-122.391675,Redding
A50,37.962146,-122.345526,San Pablo
A63,37.957702,-121.29078,Stockton
A54,39.145725,-121.591355,Marysville
A65,40.563763,-122.238892,Palo Cedro
A51,39.017396,-122.057748,Arbuckle
A60,32.61768,-116.187424,Jacumba
A29,38.752124,-121.288006,Roseville
A70,36.852455,-121.401602,Hollister
A85,39.409608,-123.355566,Willits
A42,38.40765,-122.947713,Occidental
A6,33.19587,-117.379483,Oceanside
A11,33.663357,-116.310009,La Quinta
A13,38.130197,-121.272447,Lodi
A31,35.373292,-119.018712,Bakersfield
A43,36.852455,-121.401602,Hollister
A90,33.19587,-117.379483,Oceanside
A23,37.962146,-122.345526,San Pablo
A6,40.761243,-123.994778,Kneeland
A7,38.440467,-122.714431,Santa Rosa
A33,37.441883,-122.143019,Palo Alto
A6,37.441883,-122.143019,Palo Alto
A33,37.441883,-122.143019,Palo Alto
A50,36.977173,-121.899402,Aptos
A64,33.846404,-118.046731,La Palma
A83,37.441883,-122.143019,Palo Alto
A53,37.77493,-122.419416,San Francisco
A51,35.098865,-120.612393,Oceano
A88,34.500831,-117.185876,Apple Valley
A91,37.941325,-122.484704,San Quentin
A2,37.957702,-121.29078,Stockton
A14,40.761243,-123.994778,Kneeland
A89,35.098865,-120.612393,Oceano
A53,39.409608,-123.355566,Willits
A80,37.77493,-122.419416,San Francisco
A83,38.805462,-123.017223,Cloverdale
A98,37.941325,-122.484704,San Quentin
A37,37.441883,-122.143019,Palo Alto
A40,34.019454,-118.491191,Santa Monica
A68,37.941325,-122.484704,San Quentin
A33,37.441883,-122.143019,Palo Alto
A29,34.020011,-117.949508,La Puente
A82,38.297538,-122.286865,Napa
A16,39.409608,-123.355566,Willits
A68,37.941325,-122.484704,San Quentin
A25,37.941325,-122.484704,San Quentin
A40,32.61768,-116.187424,Jacumba
A3,38.440467,-122.714431,Santa Rosa
A31,34.953034,-120.435719,Santa Maria
A35,39.409608,-123.355566,Willits
A73,36.977173,-121.899402,Aptos
A75,32.61768,-116.187424,Jacumba
A5,37.639097,-120.996878,Modesto
A66,39.017396,-122.057748,Arbuckle
A58,38.716687,-121.364422,Antelope
A59,33.683947,-117.794694,Irvine
A33,32.61768,-116.187424,Jacumba
A24,38.297538,-122.286865,Napa
A68,34.500831,-117.185876,Apple Valley
A74,38.693723,-119.779683,Markleeville
A20,36.852455,-121.401602,Hollister
A30,39.150171,-123.207783,Ukiah
A75,39.017396,-122.057748,Arbuckle
A15,40.563763,-122.238892,Palo Cedro
A21,36.471865,-6.196595,San Fernando
A2,37.441883,-122.143019,Palo Alto
A48,36.471865,-6.196595,San Fernando
A98,32.811161,-115.380264,Holtville
A86,38.440467,-122.714431,Santa Rosa
A1,38.440467,-122.714431,Santa Rosa
A17,38.716687,-121.364422,Antelope
A7,38.440467,-122.714431,Santa Rosa
A1,39.017396,-122.057748,Arbuckle
A95,38.161861,-121.611621,Isleton
A43,38.440467,-122.714431,Santa Rosa
A23,37.962146,-122.345526,San Pablo
A14,38.440467,-122.714431,Santa Rosa
A39,36.977173,-121.899402,Aptos
A52,36.471865,-6.196595,San Fernando
A29,34.106676,-117.806726,San Dimas
A29,32.61768,-116.187424,Jacumba
A87,40.761243,-123.994778,Kneeland
A80,38.019366,-122.134132,Martinez
A6,37.441883,-122.143019,Palo Alto
A50,35.373292,-119.018712,Bakersfield
A89,37.962146,-122.345526,San Pablo
A20,38.297538,-122.286865,Napa
A54,38.440467,-122.714431,Santa Rosa
A89,34.953034,-120.435719,Santa Maria
A44,38.716687,-121.364422,Antelope
A32,32.715329,-117.157255,San Diego
A3,36.471865,-6.196595,San Fernando
A54,37.962146,-122.345526,San Pablo
A12,37.639097,-120.996878,Modesto
A80,34.44805,-119.242889,Ojai
A47,39.017396,-122.057748,Arbuckle
A90,37.957702,-121.29078,Stockton
A3,40.58654,-122.391675,Redding
A82,38.130197,-121.272447,Lodi
A39,39.409608,-123.355566,Willits
A23,38.440467,-122.714431,Santa Rosa
A40,41.526509,-124.038407,Klamath
A62,34.953034,-120.435719,Santa Maria
A30,39.150171,-123.207783,Ukiah
A92,37.484938,-119.966284,Mariposa
A79,33.19587,-117.379483,Oceanside
A75,37.957702,-121.29078,Stockton
A35,38.440467,-122.714431,Santa Rosa
A17,38.440467,-122.714431,Santa Rosa
A30,34.44805,-119.242889,Ojai
A84,40.563763,-122.238892,Palo Cedro
A61,34.500831,-117.185876,Apple Valley
A14,34.354166,-119.059271,Santa Paula
A66,36.852455,-121.401602,Hollister
A52,33.683947,-117.794694,Irvine
A65,39.409608,-123.355566,Willits
A71,38.440467,-122.714431,Santa Rosa
A5,38.716687,-121.364422,Antelope
A42,36.977173,-121.899402,Aptos
A61,38.440467,-122.714431,Santa Rosa
A32,38.716687,-121.364422,Antelope
A6,37.957702,-121.29078,Stockton
A5,38.440467,-122.714431,Santa Rosa
A33,37.441883,-122.143019,Palo Alto
A44,32.811161,-115.380264,Holtville
A6,34.020011,-117.949508,La Puente
A53,38.440467,-122.714431,Santa Rosa
A87,34.106676,-117.806726,San Dimas
A65,38.799703,-121.720574,Knights Landing
A79,37.441883,-122.143019,Palo Alto
A15,40.563763,-122.238892,Palo Cedro
A32,34.579434,-118.116461,Palmdale
A52,38.805462,-123.017223,Cloverdale
A41,40.761243,-123.994778,Kneeland
A69,36.977173,-121.899402,Aptos
A18,39.409608,-123.355566,Willits
A42,36.977173,-121.899402,Aptos
A97,36.852455,-121.401602,Hollister
A13,34.579434,-118.116461,Palmdale
A45,33.743076,-117.109197,Homeland
A48,37.957702,-121.29078,Stockton
A30,40.58654,-122.391675,Redding
A62,38.716687,-121.364422,Antelope
A86,38.716687,-121.364422,Antelope
A22,37.77493,-122.419416,San Francisco
A17,37.957702,-121.29078,Stockton
A90,39.017396,-122.057748,Arbuckle
A93,35.098865,-120.612393,Oceano
A18,34.500831,-117.185876,Apple Valley
A97,35.098865,-120.612393,Oceano
A43,39.017396,-122.057748,Arbuckle
A47,34.106676,-117.806726,San Dimas
A54,38.440467,-122.714431,Santa Rosa
A63,38.440467,-122.714431,Santa Rosa
A72,38.019366,-122.134132,Martinez
A98,33.19587,-117.379483,Oceanside
A97,39.017396,-122.057748,Arbuckle
A57,38.440467,-122.714431,Santa Rosa
A19,36.977173,-121.899402,Aptos
A18,38.440467,-122.714431,Santa Rosa
A74,38.693723,-119.779683,Markleeville
A92,36.977173,-121.899402,Aptos
A25,38.805462,-123.017223,Cloverdale
A44,37.957702,-121.29078,Stockton
A51,38.130197,-121.272447,Lodi
A16,37.639097,-120.996878,Modesto
A53,38.440467,-122.714431,Santa Rosa
A42,36.746842,-119.772587,Fresno
A77,32.715329,-117.157255,San Diego
A9,34.019454,-118.491191,Santa Monica
A53,39.409608,-123.355566,Willits
A67,38.130197,-121.272447,Lodi
A27,38.440467,-122.714431,Santa Rosa
A93,39.017396,-122.057748,Arbuckle
A70,36.977173,-121.899402,Aptos
A52,34.435829,-119.827639,Goleta
A39,39.017396,-122.057748,Arbuckle
A21,33.19587,-117.379483,Oceanside
A67,38.440467,-122.714431,Santa Rosa
A52,32.811161,-115.380264,Holtville
A8,39.145725,-121.591355,Marysville
A65,38.799703,-121.720574,Knights Landing
A28,32.715329,-117.157255,San Diego
A2,38.36408,-122.524149,Glen Ellen
A66,38.693723,-119.779683,Markleeville
A73,36.977173,-121.899402,Aptos
A99,33.846404,-118.046731,La Palma
A88,33.663357,-116.310009,La Quinta
A96,37.962146,-122.345526,San Pablo
A95,38.161861,-121.611621,Isleton
A46,39.409608,-123.355566,Willits
A3,38.161861,-121.611621,Isleton
A45,34.500831,-117.185876,Apple Valley
A47,35.098865,-120.612393,Oceano
A84,38.440467,-122.714431,Santa Rosa
A24,36.977173,-121.899402,Aptos
A99,38.440467,-122.714431,Santa Rosa
A62,38.440467,-122.714431,Santa Rosa
A1,38.440467,-122.714431,Santa Rosa
A27,38.40765,-122.947713,Occidental
A60,38.161861,-121.611621,Isleton
A94,32.811161,-115.380264,Holtville
A82,38.130197,-121.272447,Lodi
A74,36.977173,-121.899402,Aptos
A37,37.941325,-122.484704,San Quentin
A83,37.441883,-122.143019,Palo Alto
A85,39.409608,-123.355566,Willits
A4,35.373292,-119.018712,Bakersfield
A3,38.440467,-122.714431,Santa Rosa
A90,41.526509,-124.038407,Klamath
A38,36.977173,-121.899402,Aptos
A32,39.409608,-123.355566,Willits
A95,38.440467,-122.714431,Santa Rosa
A71,39.017396,-122.057748,Arbuckle
A80,38.161861,-121.611621,Isleton
A34,34.500831,-117.185876,Apple Valley
A14,39.409608,-123.355566,Willits
A90,34.579434,-118.116461,Palmdale
A47,37.639097,-120.996878,Modesto
A37,37.441883,-122.143019,Palo Alto
A46,38.40765,-122.947713,Occidental
A68,33.846404,-118.046731,La Palma
A89,39.409608,-123.355566,Willits
A62,39.017396,-122.057748,Arbuckle
A96,37.962146,-122.345526,San Pablo
A22,38.440467,-122.714431,Santa Rosa
A60,37.957702,-121.29078,Stockton
A67,37.957702,-121.29078,Stockton
A88,38.40765,-122.947713,Occidental
A62,39.409608,-123.355566,Willits
A33,34.020011,-117.949508,La Puente
A13,34.579434,-118.116461,Palmdale
A75,34.435829,-119.827639,Goleta
A12,38.440467,-122.714431,Santa Rosa
A18,34.500831,-117.185876,Apple Valley
A11,34.500831,-117.185876,Apple Valley
A36,34.579434,-118.116461,Palmdale
A56,37.441883,-122.143019,Palo Alto
A9,38.130197,-121.272447,Lodi
A67,37.957702,-121.29078,Stockton
A38,33.663357,-116.310009,La Quinta
A14,37.941325,-122.484704,San Quentin
A34,38.440467,-122.714431,Santa Rosa
A100,34.136119,-117.865339,Glendora
A22,33.846404,-118.046731,La Palma
A66,36.852455,-121.401602,Hollister
A74,38.440467,-122.714431,Santa Rosa
A78,38.716687,-121.364422,Antelope
A28,34.579434,-118.116461,Palmdale
A94,39.409608,-123.355566,Willits
A56,37.441883,-122.143019,Palo Alto
A84,33.663357,-116.310009,La Quinta
A35,37.968812,-121.668008,Knightsen
A69,35.373292,-119.018712,Bakersfield
A17,38.752124,-121.288006,Roseville
A38,40.563763,-122.238892,Palo Cedro
A64,38.161861,-121.611621,Isleton
A45,33.743076,-117.109197,Homeland
A58,38.716687,-121.364422,Antelope
A1,34.106676,-117.806726,San Dimas
A5,33.846404,-118.046731,La Palma
A49,40.58654,-122.391675,Redding
A73,36.746842,-119.772587,Fresno
A61,38.440467,-122.714431,Santa Rosa
A4,39.409608,-123.355566,Willits
A40,41.526509,-124.038407,Klamath
A79,37.441883,-122.143019,Palo Alto
A60,40.761243,-123.994778,Kneeland
A17,33.683947,-117.794694,Irvine
A47,38.440467,-122.714431,Santa Rosa
A29,38.36408,-122.524149,Glen Ellen
A31,38.716687,-121.364422,Antelope
A35,37.968812,-121.668008,Knightsen
A93,34.106676,-117.806726,San Dimas
A19,38.440467,-122.714431,Santa Rosa
A67,33.683947,-117.794694,Irvine
A17,38.36408,-122.524149,Glen Ellen
A10,37.441883,-122.143019,Palo Alto
A67,34.019454,-118.491191,Santa Monica
A86,34.579434,-118.116461,Palmdale
A76,36.471865,-6.196595,San Fernando
A90,38.130197,-121.272447,Lodi
A45,39.150171,-123.207783,Ukiah
A42,35.373292,-119.018712,Bakersfield
A99,37.77493,-122.419416,San Francisco
A71,38.805462,-123.017223,Cloverdale
A81,38.440467,-122.714431,Santa Rosa
A19,34.500831,-117.185876,Apple Valley
A41,34.020011,-117.949508,La Puente
A42,35.373292,-119.018712,Bakersfield
A89,39.409608,-123.355566,Willits
A64,33.846404,-118.046731,La Palma
A56,37.957702,-121.29078,Stockton
A88,38.440467,-122.714431,Santa Rosa
A18,34.500831,-117.185876,Apple Valley
A49,34.500831,-117.185876,Apple Valley
